fasta ; 0.018096923828125000, 0.014602661132812500, 0.000534057617187500,  ,  0.67 
fasta ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.706 
fasta ; 0.020919799804687500, 0.017028808593750000, 0.000564575195312500,  ,  0.647 
binary-trees ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.73 
binary-trees ; 0.018478393554687500, 0.014709472656250000, 0.000549316406250000,  ,  0.72 
binary-trees ; 0.016952514648437500, 0.013442993164062500, 0.000518798828125000,  ,  0.692 
binary-trees ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.692 
binary-trees ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.685 
binary-trees ; 0.018493652343750000, 0.014907836914062500, 0.000534057617187500,  ,  0.652 
binary-trees ; 0.017333984375000000, 0.013778686523437500, 0.000534057617187500,  ,  0.655 
binary-trees ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.621 
binary-trees ; 0.018249511718750000, 0.014663696289062500, 0.000518798828125000,  ,  0.615 
binary-trees ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.62 
n-body ; 0.017700195312500000, 0.014083862304687500, 0.000534057617187500,  ,  0.945 
n-body ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.682 
n-body ; 0.018783569335937500, 0.000000000000000000, 0.000000000000000000,  ,  0.771 
n-body ; 0.015884399414062500, 0.012359619140625000, 0.000534057617187500,  ,  0.811 
n-body ; 0.016464233398437500, 0.012802124023437500, 0.000549316406250000,  ,  0.747 
n-body ; 0.017639160156250000, 0.013900756835937500, 0.000564575195312500,  ,  0.788 
n-body ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.789 
n-body ; 0.016647338867187500, 0.013168334960937500, 0.000503540039062500,  ,  0.747 
n-body ; 0.016967773437500000, 0.013305664062500000, 0.000549316406250000,  ,  0.723 
n-body ; 0.016128540039062500, 0.012619018554687500, 0.000518798828125000,  ,  0.729 
spectral-norm ; 0.024139404296875000, 0.015655517578125000, 0.004028320312500000,  ,  1.035 
spectral-norm ; 0.025726318359375000, 0.016555786132812500, 0.005035400390625000,  ,  0.898 
spectral-norm ; 0.023529052734375000, 0.014801025390625000, 0.004730224609375000,  ,  0.774 
spectral-norm ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.798 
spectral-norm ; 0.020095825195312500, 0.014892578125000000, 0.001754760742187500,  ,  0.739 
spectral-norm ; 0.018661499023437500, 0.014923095703125000, 0.000549316406250000,  ,  0.646 
spectral-norm ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.621 
spectral-norm ; 0.018707275390625000, 0.015213012695312500, 0.000518798828125000,  ,  0.681 
spectral-norm ; 0.019088745117187500, 0.015441894531250000, 0.000549316406250000,  ,  0.653 
spectral-norm ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.715 
